2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,10,10,10,10,10,2,14,14,14,10,10,10,10,10,10,4,4,14,10,10,10,10,10,10,10,10,4,10,10,10,2
2,10,10,10,10,10,2,14,4,4,4,4,4,4,4,11,10,4,14,4,10,10,10,10,10,10,10,4,10,10,10,2
2,10,10,2,2,10,2,14,4,10,10,10,10,4,4,12,11,10,4,4,10,4,4,11,4,10,10,10,4,4,10,2
2,10,10,10,2,10,2,10,10,10,10,10,10,10,10,4,12,11,10,4,10,10,4,12,4,10,10,10,10,10,10,532
203,10,10,10,2,10,2,10,10,10,4,10,10,10,10,10,4,12,11,10,4,10,10,4,330,11,4,10,10,10,10,2
203,10,10,10,2,10,2,10,10,4,10,10,10,10,10,10,10,4,12,11,10,4,10,10,4,12,4,10,10,10,10,2
2,10,10,10,2,10,2,10,10,4,10,10,10,10,10,10,10,10,4,12,11,11,4,10,10,4,4,330,4,4,4,2
2,10,10,10,2,10,2,4,4,4,10,10,10,10,10,10,10,10,10,4,12,12,10,4,10,10,4,4,10,10,10,2
2,10,10,10,2,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,4,12,10,10,4,10,10,10,10,10,10,2
2,10,10,10,2,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,10,4,4,4,4,10,4,2
2,10,10,10,2,10,2,10,10,4,4,4,4,4,4,4,4,4,4,4,4,529,4,10,10,4,10,10,10,10,10,2
2,10,10,10,2,10,2,10,10,10,10,10,4,10,10,10,10,10,10,10,10,10,4,10,10,4,10,10,10,10,10,2
2,10,10,10,2,10,2,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10,4,10,10,10,10,10,2
2,10,10,10,2,10,2,11,11,11,11,11,11,11,11,11,11,11,11,4,10,10,4,10,10,4,10,10,10,10,10,2
2,10,2,2,2,10,2,12,12,12,12,12,12,12,12,12,12,12,12,12,4,10,4,10,10,4,10,10,10,10,10,2
2,10,10,10,2,10,2,12,12,12,12,12,12,12,12,12,12,12,12,12,4,10,4,10,10,4,10,10,10,10,10,2
2,10,10,10,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,4,10,10,4,10,10,10,10,10,2
2,14,2,10,2,10,10,10,10,10,10,4,4,4,4,10,10,10,10,4,10,10,4,10,10,4,10,10,10,10,10,2
2,2,2,10,2,10,10,10,10,10,10,4,4,4,10,10,10,10,10,4,4,10,4,10,10,4,10,10,10,10,10,2
2,10,10,10,2,11,11,2,10,10,10,10,10,10,10,10,10,4,10,10,10,10,4,11,11,10,10,10,10,10,10,2
2,10,10,10,2,12,12,2,10,10,10,10,10,10,10,10,10,4,10,10,10,10,4,12,12,10,10,10,10,10,10,2
2,10,10,10,2,12,12,2,2,2,2,14,4,10,10,10,330,4,12,4,10,10,4,12,12,10,10,4,10,10,10,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
